"profile id","#friends","#following","#community","age","#postshared","#urlshared","#photos/videos","fpurls","fpphotos/videos","avgcomment/post","likes/post","tags/post","#tags/post","Label"
"554","58","102","1478","2470","3541","2316","3512","0.65405252753459","0.99181022310082","0.87","0.471","44","20","1"
"555","59","43","1259","2145","3125","2103","3119","0.67296","0.99808","0.86","0.154","33","30","1"
"556","60","75","1111","2203","3245","2230","3230","0.68721109399075","0.99537750385208","0.84","0.126","32","28","1"
"557","64","78","1589","2302","3625","2466","3594","0.68027586206897","0.99144827586207","0.779","0.147","31","26","0"
"558","73","77","1478","2610","3697","2486","3678","0.67243711117122","0.99486069786313","0.59","0.369","37","30","1"
"559","83","98","1369","2563","3564","2331","3558","0.6540404040404","0.9983164983165","0.56","0.258","39","25","1"
"560","93","67","1248","2459","3452","2130","3450","0.617033603708","0.99942062572422","0.54","0.159","37","30","1"
"561","23","65","1369","2146","3154","2248","3150","0.71274571972099","0.99873176918199","0.665","0.357","50","21","1"
"562","12","74","1254","2358","3541","2684","3539","0.7579779723242","0.99943518780006","0.884","0.26","36","30","1"
"563","19","84","1478","2016","3112","2294","3100","0.73714652956298","0.99614395886889","0.862","0.247","35","26","1"
"564","18","9","1324","2031","3026","2036","3020","0.67283542630535","0.99801718440185","0.862","0.268","34","24","1"
"565","17","8","1239","2148","3365","2222","3360","0.66032689450223","0.99851411589896","0.953","0.241","33","20","1"
"566","61","7","1123","2550","3498","2348","3485","0.67124070897656","0.99628359062321","0.954","0.143","32","23","1"
"567","88","12","1126","2110","3568","2694","3565","0.75504484304933","0.99915919282511","0.982","0.149","31","27","1"
"568","75","2","1184","2447","3649","2664","3640","0.73006303096739","0.99753357084133","0.97","0.163","36","29","1"
"569","45","36","1159","999","1998","1561","1995","0.78128128128128","0.9984984984985","1","0.362","39","24","1"
"570","36","91","1247","826","1876","1420","1873","0.75692963752665","0.99840085287846","0.625","0.22","38","23","0"
"571","36","19","1489","845","1845","1321","1840","0.7159891598916","0.99728997289973","0.654","0.11","30","25","1"
"572","26","18","1421","863","1945","1584","1939","0.81439588688946","0.99691516709512","1","0.268","37","26","1"
"573","27","17","1432","964","1975","1632","1970","0.82632911392405","0.99746835443038","0.567","0.295","41","21","1"
"574","109","17","1657","920","1988","1667","1981","0.83853118712274","0.99647887323944","0.87","0.24","42","24","1"
"575","92","16","1478","740","1756","1235","1754","0.70330296127563","0.99886104783599","0.99","0.154","49","27","1"
"576","29","62","1203","760","1456","1220","1452","0.83791208791209","0.99725274725275","1","0.126","40","29","1"
"577","38","64","1209","840","1741","1597","1740","0.917288914417","0.99942561746123","1","0.247","50","28","1"
"578","56","97","1236","2215","2465","1897","2460","0.76957403651116","0.99797160243408","1","0.321","47","25","1"
"579","75","10","1258","2478","3221","2301","3221","0.71437441788265","1","1.02","0.495","46","20","1"
"580","85","100","1249","2330","3120","2102","3115","0.67371794871795","0.99839743589744","1.04","0.415","48","21","1"
"581","85","89","1269","2220","3111","2003","3110","0.64384442301511","0.99967855994857","0.995","0.57","38","29","1"
"582","94","65","1148","2102","3150","2031","3140","0.6447619047619","0.9968253968254","0.654","0.268","35","24","1"
"583","94","78","598","2013","3100","2306","3099","0.74387096774194","0.99967741935484","0.89","0.289","32","25","1"
"584","8","64","627","2045","3642","2362","3640","0.64854475562878","0.99945085118067","0.7765","0.24","30","23","1"
"585","7","66","784","2069","3210","2143","3205","0.66760124610592","0.99844236760125","0.8765","0.25","31","26","1"
"586","9","46","633","2084","3205","2210","3126","0.68954758190328","0.97535101404056","0.9765","0.26","36","27","1"
"587","10","43","699","2047","3130","2100","3124","0.67092651757189","0.99808306709265","0.9967","0.32","39","21","1"
"588","11","76","684","2063","3160","2201","3145","0.69651898734177","0.99525316455696","1","0.63","30","28","1"
"589","19","79","541","1999","2861","1936","2848","0.6766864732611","0.9954561342188","1","0.498","40","29","1"
"590","72","76","512","1879","2751","1945","2741","0.70701563067975","0.99636495819702","1","0.478","50","24","1"
"591","83","2","789","1487","2456","1756","2450","0.71498371335505","0.99755700325733","1","0.48","49","25","0"
"592","46","2","1133","1684","2658","1846","2650","0.69450714823175","0.99699021820918","1.03","0.5","48","23","1"
"593","47","3","1440","1268","2351","1654","2349","0.70353041259039","0.99914929817099","1.06","0.44","47","20","1"
"594","106","5","1460","1148","2165","1324","2159","0.61154734411085","0.99722863741339","0.911","0.33","41","24","0"
"595","4","9","1597","1000","2130","1264","2120","0.59342723004695","0.99530516431925","0.912","0.26","42","29","1"
"596","37","32","1003","1500","2410","1452","2405","0.60248962655602","0.99792531120332","0.7812","0.123","48","27","1"
"597","83","29","510","2000","2994","1876","2990","0.62658650634603","0.99866399465598","0.768","0.154","49","26","1"
"598","93","28","563","2500","3420","2364","3415","0.69122807017544","0.99853801169591","0.659","0.165","47","25","1"
"599","33","27","1000","900","1945","1520","1936","0.78149100257069","0.99537275064267","0.999","0.122","45","23","1"
"600","100","26","1500","800","1876","1320","1874","0.70362473347548","0.99893390191898","1","0.102","46","21","0"
"601","25","17","730","1560","2002","1546","2000","0.77222777222777","0.999000999001","0.8","0.15","52","27","0"
